	Z1	Z2	Z3	n1	n2	n3	Eneg1	Eneg2	Eneg3	Sp_gr	Formulae	Volume
14019	32	45	68	4.0	4.0	4.0	2.01	2.28	1.24	62	Er4 Ge4 Rh4	223.735667233
14020	82	9	68	8.0	34.0	6.0	2.33	3.98	1.24	1	Er6 Pb8 F34	687.714965156
14021	40	8	68	8.0	19.0	2.0	1.33	3.44	1.24	1	Er2 Zr8 O19	351.322322967
14022	3	34	68	2.0	4.0	2.0	0.98	2.55	1.24	141	Li2 Er2 Se4	184.03422301
14023	16	3	68	4.0	2.0	2.0	2.58	0.98	1.24	141	Li2 Er2 S4	160.287717378
14024	16	60	68	8.0	5.0	1.0	2.58	1.14	1.24	82	Nd5 Er1 S8	310.248533108
14025	63	16	68	2.0	8.0	4.0	0.0	2.58	1.24	122	Eu2 Er4 S8	296.746241154
14026	68	8	22	18.0	55.0	14.0	1.24	3.44	1.54	8	Er18 Ti14 O55	1061.56146964
14027	19	9	68	8.0	20.0	4.0	0.82	3.98	1.24	62	K8 Er4 F20	532.592712359
14028	68	60	49	1.0	1.0	2.0	1.24	1.14	1.78	225	Nd1 Er1 In2	111.368915526
14029	28	32	68	36.0	24.0	12.0	1.91	2.01	1.24	175	Er12 Ni36 Ge24	1067.56767935
14030	68	8	22	16.0	40.0	8.0	1.24	3.44	1.54	8	Er16 Ti8 O40	825.127037643
14031	15	8	68	12.0	36.0	4.0	2.19	3.44	1.24	6	Er4 P12 O36	760.006228886
14032	68	8	22	10.0	27.0	6.0	1.24	3.44	1.54	8	Er10 Ti6 O27	542.090262032
14033	1	8	68	6.0	6.0	2.0	2.2	3.44	1.24	176	Er2 H6 O6	120.811433197
14034	49	8	68	6.0	18.0	6.0	1.78	3.44	1.24	185	Er6 In6 O18	425.445702196
14035	44	77	68	1.0	1.0	2.0	2.2	2.2	1.24	225	Er2 Ru1 Ir1	77.2781185876
14036	32	8	68	4.0	20.0	8.0	2.01	3.44	1.24	14	Er8 Ge4 O20	421.789976856
14037	12	50	68	2.0	2.0	2.0	1.31	1.96	1.24	139	Er2 Mg2 Sn2	151.684168988
14038	57	8	68	9.0	15.0	1.0	1.1	3.44	1.24	1	La9 Er1 O15	410.047467441
14039	44	52	68	12.0	6.0	34.0	2.2	2.1	1.24	1	Er34 Te6 Ru12	1303.55063706
14040	68	8	22	14.0	41.0	10.0	1.24	3.44	1.54	8	Er14 Ti10 O41	801.772202291
14041	3	49	68	2.0	1.0	1.0	0.98	1.78	1.24	225	Li2 Er1 In1	80.1905791221
14042	41	8	68	4.0	14.0	4.0	1.6	3.44	1.24	227	Er4 Nb4 O14	274.011718936
14043	49	8	68	4.0	12.0	4.0	1.78	3.44	1.24	62	Er4 In4 O12	263.668913872
14044	39	12	68	1.0	2.0	1.0	1.22	1.31	1.24	225	Y1 Er1 Mg2	108.762375431
14045	52	8	68	2.0	12.0	4.0	2.1	3.44	1.24	136	Er4 Te2 O12	247.482826346
14046	75	8	68	2.0	8.0	1.0	1.9	3.44	1.24	1	Er1 Re2 O8	199.344796177
14047	81	8	68	1.0	2.0	1.0	1.62	3.44	1.24	166	Er1 Tl1 O2	67.6788455476
14048	52	8	68	2.0	4.0	4.0	2.1	3.44	1.24	194	Er4 Te2 O4	187.719914696
14049	52	8	68	1.0	2.0	2.0	2.1	3.44	1.24	164	Er2 Te1 O2	93.763762342
14050	39	30	68	1.0	2.0	1.0	1.22	1.65	1.24	225	Y1 Er1 Zn2	90.5938844899
14051	82	8	68	4.0	14.0	4.0	2.33	3.44	1.24	227	Er4 Pb4 O14	308.526337787
14052	65	8	68	4.0	12.0	4.0	0.0	3.44	1.24	62	Tb4 Er4 O12	283.466687166
14053	68	8	22	4.0	12.0	4.0	1.24	3.44	1.54	62	Er4 Ti4 O12	231.137505808
14054	44	52	68	1.0	2.0	6.0	2.2	2.1	1.24	189	Er6 Te2 Ru1	236.912228802
14055	8	37	68	12.0	12.0	4.0	3.44	0.82	1.24	14	Rb12 Er4 O12	687.013985089
14056	28	8	68	4.0	12.0	4.0	1.91	3.44	1.24	62	Er4 Ni4 O12	215.523227294
14057	26	8	68	2.0	4.0	1.0	1.83	3.44	1.24	166	Er1 Fe2 O4	89.0010528384
14058	75	8	68	6.0	24.0	2.0	1.9	3.44	1.24	161	Er2 Re6 O24	608.390448576
14059	8	74	68	24.0	6.0	4.0	3.44	2.36	1.24	15	Er4 W6 O24	472.561243563
14060	15	8	68	16.0	52.0	8.0	2.19	3.44	1.24	14	Er8 P16 O52	1126.82309082
14061	8	74	68	48.0	12.0	8.0	3.44	2.36	1.24	14	Er8 W12 O48	1447.95885928
14062	8	31	68	12.0	2.0	6.0	3.44	1.81	1.24	36	Er6 Ga2 O12	263.232286128
14063	32	8	68	6.0	30.0	12.0	2.01	3.44	1.24	15	Er12 Ge6 O30	719.16874237
14064	71	8	68	4.0	12.0	4.0	1.27	3.44	1.24	62	Er4 Lu4 O12	268.3854795
14065	1	8	68	2.0	4.0	2.0	2.2	3.44	1.24	11	Er2 H2 O4	87.2804687704
14066	67	8	68	6.0	18.0	6.0	1.23	3.44	1.24	185	Ho6 Er6 O18	446.600501971
14067	16	8	68	8.0	4.0	8.0	2.58	3.44	1.24	14	Er8 S8 O4	378.820317025
14068	91	43	68	1.0	2.0	1.0	1.5	1.9	1.24	225	Er1 Pa1 Tc2	79.6897677255
14069	45	50	68	2.0	1.0	1.0	2.28	1.96	1.24	225	Er1 Sn1 Rh2	72.8795812634
14070	30	43	68	1.0	1.0	2.0	1.65	1.9	1.24	225	Er2 Zn1 Tc1	82.811274258
14071	44	50	68	2.0	1.0	1.0	2.2	1.96	1.24	225	Er1 Sn1 Ru2	71.3730234551
14072	44	73	68	2.0	1.0	1.0	2.2	1.5	1.24	225	Er1 Ta1 Ru2	69.360589722
14073	12	80	68	1.0	2.0	1.0	1.31	2.0	1.24	225	Er1 Mg1 Hg2	91.5080136694
14074	82	45	68	1.0	2.0	1.0	2.33	2.28	1.24	225	Er1 Rh2 Pb1	75.9214312436
14075	11	81	68	1.0	2.0	1.0	0.93	1.62	1.24	225	Na1 Er1 Tl2	107.660093761
14076	67	46	68	1.0	2.0	1.0	1.23	2.2	1.24	225	Ho1 Er1 Pd2	84.5687193776
14077	30	49	68	1.0	1.0	2.0	1.65	1.78	1.24	225	Er2 Zn1 In1	96.7983700961
14078	30	77	68	1.0	1.0	2.0	1.65	2.2	1.24	225	Er2 Zn1 Ir1	82.4974180152
14079	3	49	68	1.0	2.0	1.0	0.98	1.78	1.24	225	Li1 Er1 In2	94.5173178702
14080	81	3	68	2.0	1.0	1.0	1.62	0.98	1.24	225	Li1 Er1 Tl2	98.3549945131
14081	12	68	49	1.0	2.0	1.0	1.31	1.24	1.78	225	Er2 Mg1 In1	103.660833703
14082	30	76	68	1.0	1.0	2.0	1.65	2.2	1.24	225	Er2 Zn1 Os1	81.5172314115
14083	77	45	68	1.0	1.0	2.0	2.2	2.28	1.24	225	Er2 Ir1 Rh1	78.5719328798
14084	73	76	68	1.0	2.0	1.0	1.5	2.2	1.24	225	Er1 Ta1 Os2	70.012286379
14085	3	80	68	1.0	2.0	1.0	0.98	2.0	1.24	225	Li1 Er1 Hg2	88.7027041663
14086	30	45	68	1.0	2.0	1.0	1.65	2.28	1.24	225	Er1 Zn1 Rh2	66.8136168945
14087	28	77	68	1.0	1.0	2.0	1.91	2.2	1.24	225	Er2 Ni1 Ir1	76.3776435002
14088	70	46	68	1.0	2.0	1.0	0.0	2.2	1.24	225	Yb1 Er1 Pd2	83.3777357536
14089	43	90	68	2.0	1.0	1.0	1.9	1.3	1.24	225	Er1 Th1 Tc2	83.118263301
14090	32	12	68	4.0	2.0	4.0	2.01	1.31	1.24	127	Er4 Mg2 Ge4	219.660927739
14091	44	45	68	1.0	1.0	2.0	2.2	2.28	1.24	225	Er2 Ru1 Rh1	77.5043226542
14092	70	45	68	1.0	2.0	1.0	0.0	2.28	1.24	225	Yb1 Er1 Rh2	76.2014794649
14093	77	3	68	1.0	1.0	2.0	2.2	0.98	1.24	225	Li1 Er2 Ir1	81.4598956938
14094	44	30	68	1.0	1.0	2.0	2.2	1.65	1.24	225	Er2 Zn1 Ru1	81.9044345707
14095	81	3	68	1.0	2.0	1.0	1.62	0.98	1.24	225	Li2 Er1 Tl1	79.4636526274
14096	3	76	68	1.0	1.0	2.0	0.98	2.2	1.24	225	Li1 Er2 Os1	81.0214728393
14097	41	76	68	1.0	2.0	1.0	1.6	2.2	1.24	225	Er1 Nb1 Os2	70.3962699936
14098	44	91	68	2.0	1.0	1.0	2.2	1.5	1.24	225	Er1 Pa1 Ru2	79.6493979511
14099	44	3	68	1.0	1.0	2.0	2.2	0.98	1.24	225	Li1 Er2 Ru1	81.4316207891
14100	44	46	68	1.0	1.0	2.0	2.2	2.2	1.24	225	Er2 Ru1 Pd1	80.1214691385
14101	3	45	68	1.0	1.0	2.0	0.98	2.28	1.24	225	Li1 Er2 Rh1	82.9602075868
14102	91	8	68	2.0	8.0	2.0	1.5	3.44	1.24	141	Er2 Pa2 O8	110.696356555
14103	28	32	68	4.0	8.0	4.0	1.91	2.01	1.24	71	Er4 Ni4 Ge8	280.786860119
14104	52	8	68	3.0	18.0	6.0	2.1	3.44	1.24	150	Er6 Te3 O18	372.706277656
14105	38	16	68	2.0	8.0	4.0	0.95	2.58	1.24	122	Sr2 Er4 S8	305.774224474
14106	51	8	68	10.0	24.0	6.0	2.05	3.44	1.24	217	Er6 Sb10 O24	638.899103827
14107	73	8	68	6.0	18.0	2.0	1.5	3.44	1.24	11	Er2 Ta6 O18	329.175867324
14108	8	62	68	12.0	4.0	4.0	3.44	1.17	1.24	62	Sm4 Er4 O12	290.47140975
14109	51	8	68	12.0	42.0	12.0	2.05	3.44	1.24	5	Er12 Sb12 O42	901.605420468
14110	8	37	68	6.0	6.0	2.0	3.44	0.82	1.24	12	Rb6 Er2 O6	342.086761062
14111	52	8	68	4.0	24.0	8.0	2.1	3.44	1.24	19	Er8 Te4 O24	477.359019204
14112	73	8	68	12.0	36.0	4.0	1.5	3.44	1.24	62	Er4 Ta12 O36	623.481241758
14113	64	8	68	8.0	24.0	8.0	1.2	3.44	1.24	5	Gd8 Er8 O24	614.816493999
14114	15	8	68	8.0	26.0	4.0	2.19	3.44	1.24	15	Er4 P8 O26	501.945604365
14115	68	8	22	4.0	10.0	2.0	1.24	3.44	1.54	1	Er4 Ti2 O10	210.983541272
14116	8	78	68	14.0	4.0	4.0	3.44	2.28	1.24	227	Er4 Pt4 O14	268.178090292
14117	16	70	68	16.0	4.0	8.0	2.58	0.0	1.24	62	Yb4 Er8 S16	648.853456543
14118	73	8	68	14.0	38.0	2.0	1.5	3.44	1.24	188	Er2 Ta14 O38	680.560411494
14119	73	8	68	4.0	28.0	12.0	1.5	3.44	1.24	62	Er12 Ta4 O28	587.045721838
14120	45	31	68	2.0	1.0	1.0	2.28	1.81	1.24	225	Er1 Ga1 Rh2	66.5686821889
14121	77	46	68	1.0	1.0	2.0	2.2	2.2	1.24	225	Er2 Ir1 Pd1	80.9593064079
14122	76	46	68	1.0	1.0	2.0	2.2	2.2	1.24	225	Er2 Os1 Pd1	80.0891026336
14123	3	43	68	1.0	1.0	2.0	0.98	1.9	1.24	225	Li1 Er2 Tc1	83.1332277775
14124	44	41	68	2.0	1.0	1.0	2.2	1.6	1.24	225	Er1 Nb1 Ru2	69.7115165562
14125	81	62	68	2.0	1.0	1.0	1.62	1.17	1.24	225	Sm1 Er1 Tl2	111.160410207
14126	44	14	68	8.0	24.0	6.0	2.2	1.9	1.24	64	Er6 Si24 Ru8	609.397763974
14127	39	77	68	1.0	2.0	1.0	1.22	2.2	1.24	225	Y1 Er1 Ir2	80.1219574901
14128	12	71	68	2.0	1.0	1.0	1.31	1.27	1.24	225	Er1 Lu1 Mg2	105.521136605
14129	28	76	68	1.0	1.0	2.0	1.91	2.2	1.24	225	Er2 Ni1 Os1	76.0266928099
14130	14	68	22	16.0	8.0	12.0	1.9	1.24	1.54	92	Er8 Ti12 Si16	636.427167871
14131	14	8	68	4.0	14.0	4.0	1.9	3.44	1.24	14	Er4 Si4 O14	285.188453193
14132	16	57	68	12.0	2.0	6.0	2.58	1.1	1.24	11	La2 Er6 S12	474.778789436
14133	30	60	68	2.0	1.0	1.0	1.65	1.14	1.24	225	Nd1 Er1 Zn2	95.0420149293
14134	59	81	68	1.0	2.0	1.0	1.13	1.62	1.24	225	Pr1 Er1 Tl2	115.054439747
14135	59	12	68	1.0	2.0	1.0	1.13	1.31	1.24	225	Pr1 Er1 Mg2	113.021145903
14136	59	49	68	1.0	2.0	1.0	1.13	1.78	1.24	225	Pr1 Er1 In2	112.028488207
14137	3	31	68	1.0	1.0	2.0	0.98	1.81	1.24	225	Li1 Er2 Ga1	91.0712710487
14138	8	37	68	3.0	1.0	1.0	3.44	0.82	1.24	221	Rb1 Er1 O3	90.7756723887
14139	32	45	68	10.0	6.0	4.0	2.01	2.28	1.24	15	Er4 Ge10 Rh6	360.159477483
14140	3	50	68	8.0	8.0	8.0	0.98	1.96	1.24	186	Li8 Er8 Sn8	548.654654943
14141	68	31	23	1.0	4.0	2.0	1.24	1.81	1.63	139	Er1 V2 Ga4	114.531723801
14142	63	8	34	2.0	2.0	1.0	0.0	3.44	2.55	164	Eu2 Se1 O2	96.3680954675
14143	53	63	8	2.0	2.0	2.0	2.66	0.0	3.44	129	Eu2 I2 O2	155.894470615
14144	63	8	73	2.0	8.0	2.0	0.0	3.44	1.5	13	Eu2 Ta2 O8	161.280339632
14145	53	63	8	4.0	4.0	2.0	2.66	0.0	3.44	72	Eu4 I4 O2	314.162537944
14146	63	75	8	6.0	2.0	14.0	0.0	1.9	3.44	63	Eu6 Re2 O14	322.389370228
14147	63	14	3	4.0	6.0	2.0	0.0	1.9	0.98	12	Eu4 Li2 Si6	260.085249524
14148	21	63	34	8.0	4.0	16.0	1.36	0.0	2.55	62	Eu4 Sc8 Se16	595.009746148
14149	63	41	8	6.0	2.0	14.0	0.0	1.6	3.44	20	Eu6 Nb2 O14	315.576429497
14150	63	50	78	4.0	4.0	4.0	0.0	1.96	2.28	62	Eu4 Sn4 Pt4	287.777864265
14151	63	77	31	4.0	2.0	6.0	0.0	2.2	1.81	63	Eu4 Ga6 Ir2	245.112417438
14152	63	15	28	1.0	2.0	2.0	0.0	2.19	1.91	139	Eu1 Ni2 P2	74.0172069485
14153	63	51	46	2.0	4.0	4.0	0.0	2.05	2.2	129	Eu2 Sb4 Pd4	233.601473109
14154	63	51	78	4.0	4.0	4.0	0.0	2.05	2.28	62	Eu4 Sb4 Pt4	284.514475223
14155	63	16	42	1.0	8.0	6.0	0.0	2.58	2.16	2	Eu1 Mo6 S8	282.974901841
14156	63	16	8	4.0	4.0	16.0	0.0	2.58	3.44	62	Eu4 S4 O16	319.669331106
14157	63	28	32	4.0	4.0	4.0	0.0	1.91	2.01	14	Eu4 Ni4 Ge4	246.913679326
14158	63	8	73	1.0	6.0	2.0	0.0	3.44	1.5	123	Eu1 Ta2 O6	126.1594033
14159	63	15	45	1.0	2.0	2.0	0.0	2.19	2.28	139	Eu1 P2 Rh2	81.7182431299
14160	63	15	77	3.0	6.0	6.0	0.0	2.19	2.2	154	Eu3 P6 Ir6	278.798804924
14161	63	32	30	2.0	2.0	2.0	0.0	2.01	1.65	194	Eu2 Zn2 Ge2	139.571288054
14162	63	51	25	1.0	2.0	2.0	0.0	2.05	1.55	164	Eu1 Mn2 Sb2	135.069968705
14163	63	41	8	2.0	16.0	28.0	0.0	1.6	3.44	55	Eu2 Nb16 O28	585.412801189
14164	63	8	23	2.0	8.0	2.0	0.0	3.44	1.63	141	Eu2 V2 O8	177.428169265
14165	53	15	63	1.0	1.0	2.0	2.66	2.19	0.0	166	Eu2 P1 I1	128.80143855
14166	63	1	12	1.0	6.0	2.0	0.0	2.2	1.31	123	Eu1 Mg2 H6	112.395727696
14167	63	32	46	4.0	4.0	4.0	0.0	2.01	2.2	14	Eu4 Ge4 Pd4	269.459921882
14168	63	32	77	2.0	4.0	2.0	0.0	2.01	2.2	63	Eu2 Ge4 Ir2	169.111940321
14169	63	52	8	2.0	1.0	2.0	0.0	2.1	3.44	139	Eu2 Te1 O2	110.905854362
14170	63	32	12	2.0	6.0	6.0	0.0	2.01	1.31	63	Eu2 Mg6 Ge6	319.987370646
14171	63	76	8	1.0	1.0	3.0	0.0	2.2	3.44	221	Eu1 Os1 O3	63.4614103539
14172	63	16	37	1.0	2.0	1.0	0.0	2.58	0.82	166	Eu1 Rb1 S2	118.490473559
14173	63	32	78	4.0	4.0	4.0	0.0	2.01	2.28	198	Eu4 Ge4 Pt4	286.097061518
14174	63	28	14	1.0	2.0	2.0	0.0	1.91	1.9	139	Eu1 Si2 Ni2	79.1593262782
14175	63	32	45	1.0	2.0	2.0	0.0	2.01	2.28	139	Eu1 Ge2 Rh2	94.3777902513
14176	63	32	30	1.0	2.0	2.0	0.0	2.01	1.65	139	Eu1 Zn2 Ge2	101.065381878
14177	63	8	23	2.0	4.0	1.0	0.0	3.44	1.63	139	Eu2 V1 O4	93.7443232644
14178	63	16	14	4.0	8.0	2.0	0.0	2.58	1.9	11	Eu4 Si2 S8	334.63418376
14179	63	32	34	4.0	2.0	8.0	0.0	2.01	2.55	1	Eu4 Ge2 Se8	395.56779293
14180	63	32	34	8.0	8.0	20.0	0.0	2.01	2.55	14	Eu8 Ge8 Se20	964.306753613
14181	63	8	22	4.0	14.0	4.0	0.0	3.44	1.54	227	Eu4 Ti4 O14	274.969001269
14182	63	44	8	6.0	2.0	14.0	0.0	2.2	3.44	63	Eu6 Ru2 O14	305.285764639
14183	63	14	8	8.0	8.0	28.0	0.0	1.9	3.44	14	Eu8 Si8 O28	562.559193544
14184	63	15	50	2.0	2.0	2.0	0.0	2.19	1.96	129	Eu2 Sn2 P2	159.253506403
14185	63	32	8	8.0	8.0	28.0	0.0	2.01	3.44	92	Eu8 Ge8 O28	630.367957815
14186	63	15	16	4.0	4.0	12.0	0.0	2.19	2.58	14	Eu4 P4 S12	475.411849517
14187	63	30	50	4.0	4.0	4.0	0.0	1.65	1.96	62	Eu4 Zn4 Sn4	304.603770225
14188	63	78	49	4.0	4.0	4.0	0.0	2.28	1.78	62	Eu4 In4 Pt4	288.798912007
14189	63	28	49	2.0	2.0	4.0	0.0	1.91	1.78	63	Eu2 In4 Ni2	184.140309413
14190	63	46	49	2.0	2.0	4.0	0.0	2.2	1.78	63	Eu2 In4 Pd2	193.061678599
14191	63	77	50	2.0	2.0	4.0	0.0	2.2	1.96	63	Eu2 Sn4 Ir2	189.995010901
14192	63	45	49	2.0	2.0	4.0	0.0	2.28	1.78	63	Eu2 In4 Rh2	188.649242328
14193	63	14	46	4.0	6.0	2.0	0.0	1.9	2.2	191	Eu4 Si6 Pd2	259.838402144
14194	63	16	50	8.0	16.0	4.0	0.0	2.58	1.96	62	Eu8 Sn4 S16	773.083473216
14195	63	32	30	2.0	4.0	4.0	0.0	2.01	1.65	129	Eu2 Zn4 Ge4	200.390851104
14196	63	8	9	2.0	2.0	2.0	0.0	3.44	3.98	166	Eu2 O2 F2	87.9666312724
14197	63	14	8	8.0	4.0	16.0	0.0	1.9	3.44	14	Eu8 Si4 O16	399.315798085
14198	63	15	25	1.0	2.0	2.0	0.0	2.19	1.55	164	Eu1 Mn2 P2	83.4773943339
14199	63	44	8	4.0	4.0	14.0	0.0	2.2	3.44	166	Eu4 Ru4 O14	289.930461132
14200	63	15	46	2.0	2.0	2.0	0.0	2.19	2.2	194	Eu2 P2 Pd2	125.706940954
14201	63	14	30	2.0	2.0	2.0	0.0	1.9	1.65	194	Eu2 Zn2 Si2	131.007220375
14202	63	50	46	4.0	4.0	4.0	0.0	1.96	2.2	62	Eu4 Sn4 Pd4	291.408169571
14203	63	32	3	8.0	12.0	4.0	0.0	2.01	0.98	58	Eu8 Li4 Ge12	570.838638753
14204	63	46	49	4.0	4.0	4.0	0.0	2.2	1.78	62	Eu4 In4 Pd4	292.997092879
14205	63	46	49	2.0	2.0	8.0	0.0	2.2	1.78	63	Eu2 In8 Pd2	297.360705524
14206	63	81	46	2.0	4.0	2.0	0.0	1.62	2.2	63	Eu2 Tl4 Pd2	207.051189856
14207	63	76	8	6.0	2.0	14.0	0.0	2.2	3.44	63	Eu6 Os2 O14	309.956396866
14208	63	11	50	1.0	10.0	12.0	0.0	0.93	1.96	217	Eu1 Na10 Sn12	717.568395264
14209	63	32	78	1.0	3.0	1.0	0.0	2.01	2.28	107	Eu1 Ge3 Pt1	103.035680845
14210	21	63	8	4.0	4.0	12.0	1.36	0.0	3.44	62	Eu4 Sc4 O12	261.332310895
14211	63	8	73	3.0	6.0	1.0	0.0	3.44	1.5	225	Eu3 Ta1 O6	153.832445174
14212	63	15	26	1.0	12.0	4.0	0.0	2.19	1.83	204	Eu1 Fe4 P12	238.219805049
14213	63	1	3	1.0	3.0	1.0	0.0	2.2	0.98	221	Eu1 Li1 H3	51.757894014
14214	63	51	76	1.0	12.0	4.0	0.0	2.05	2.2	148	Eu1 Sb12 Os4	450.573423593
14215	63	40	8	1.0	1.0	3.0	0.0	1.33	3.44	221	Eu1 Zr1 O3	73.9469679672
14216	63	42	8	4.0	6.0	24.0	0.0	2.16	3.44	15	Eu4 Mo6 O24	508.283278486
14217	63	77	8	4.0	4.0	14.0	0.0	2.2	3.44	227	Eu4 Ir4 O14	286.640783783
14218	63	25	8	4.0	4.0	12.0	0.0	1.55	3.44	62	Eu4 Mn4 O12	236.52569042
14219	63	15	44	1.0	2.0	2.0	0.0	2.19	2.2	139	Eu1 P2 Ru2	88.6630657338
14220	63	75	8	1.0	2.0	8.0	0.0	1.9	3.44	147	Eu1 Re2 O8	229.457318176
14221	63	51	44	1.0	12.0	4.0	0.0	2.05	2.2	204	Eu1 Sb12 Ru4	416.223115641
14222	63	45	31	4.0	6.0	18.0	0.0	2.28	1.81	63	Eu4 Ga18 Rh6	498.487145418
14223	63	77	31	4.0	6.0	18.0	0.0	2.2	1.81	63	Eu4 Ga18 Ir6	493.451020896
14224	63	69	34	4.0	8.0	16.0	0.0	1.25	2.55	62	Eu4 Tm8 Se16	752.622000312
14225	63	70	34	4.0	8.0	16.0	0.0	0.0	2.55	62	Eu4 Yb8 Se16	785.139378972
14226	63	65	34	4.0	8.0	16.0	0.0	0.0	2.55	62	Eu4 Tb8 Se16	779.934139898
14227	63	71	34	4.0	8.0	16.0	0.0	1.27	2.55	62	Eu4 Lu8 Se16	741.269506188
14228	63	32	8	8.0	4.0	20.0	0.0	2.01	3.44	14	Eu8 Ge4 O20	464.844426064
14229	63	26	8	12.0	20.0	48.0	0.0	1.83	3.44	230	Eu12 Fe20 O48	1028.22789738
14230	63	75	16	4.0	12.0	22.0	0.0	1.9	2.58	167	Eu4 Re12 S22	760.217792556
14231	63	37	9	6.0	2.0	20.0	0.0	0.82	3.98	225	Eu6 Rb2 F20	434.433232652
14232	63	30	50	2.0	4.0	4.0	0.0	1.65	1.96	4	Eu2 Zn4 Sn4	240.828141169
14233	63	50	9	4.0	4.0	28.0	0.0	1.96	3.98	14	Eu4 Sn4 F28	576.43088111
14234	63	8	74	4.0	24.0	6.0	0.0	3.44	2.36	15	Eu4 W6 O24	500.53414629
14235	63	25	8	4.0	8.0	20.0	0.0	1.55	3.44	55	Eu4 Mn8 O20	381.994556087
14236	63	77	8	6.0	2.0	14.0	0.0	2.2	3.44	63	Eu6 Ir2 O14	306.434010672
14237	63	8	73	4.0	24.0	8.0	0.0	3.44	1.5	62	Eu4 Ta8 O24	480.349894118
14238	63	32	16	6.0	6.0	18.0	0.0	2.01	2.58	2	Eu6 Ge6 S18	771.153126871
14239	63	15	28	2.0	6.0	10.0	0.0	2.19	1.91	63	Eu2 Ni10 P6	241.939549286
14240	53	63	37	20.0	8.0	4.0	2.66	0.0	0.82	14	Eu8 Rb4 I20	1331.42170606
14241	53	63	19	20.0	8.0	4.0	2.66	0.0	0.82	14	Eu8 K4 I20	1301.79287023
14242	63	38	8	1.0	1.0	2.0	0.0	0.95	3.44	166	Eu1 Sr1 O2	68.3234226386
14243	63	15	34	4.0	4.0	12.0	0.0	2.19	2.55	14	Eu4 P4 Se12	537.293971234
14244	63	15	8	4.0	20.0	56.0	0.0	2.19	3.44	14	Eu4 P20 O56	1013.6618944
14245	63	15	28	2.0	12.0	20.0	0.0	2.19	1.91	64	Eu2 Ni20 P12	449.575849856
14246	63	15	28	4.0	24.0	40.0	0.0	2.19	1.91	62	Eu4 Ni40 P24	901.913555212
14247	63	42	8	12.0	20.0	78.0	0.0	2.16	3.44	15	Eu12 Mo20 O78	1799.41453067
14248	63	42	8	16.0	16.0	44.0	0.0	2.16	3.44	55	Eu16 Mo16 O44	1073.94737542
14249	63	16	50	6.0	14.0	4.0	0.0	2.58	1.96	55	Eu6 Sn4 S14	576.828582631
14250	63	75	8	8.0	4.0	20.0	0.0	1.9	3.44	85	Eu8 Re4 O20	460.970816715
14251	63	42	8	8.0	20.0	72.0	0.0	2.16	3.44	60	Eu8 Mo20 O72	1797.26151672
14252	63	45	49	4.0	8.0	32.0	0.0	2.28	1.78	55	Eu4 In32 Rh8	1020.78028454
14253	63	51	8	1.0	1.0	3.0	0.0	2.05	3.44	221	Eu1 Sb1 O3	75.0801228246
14254	63	81	3	1.0	2.0	1.0	0.0	1.62	0.98	225	Eu1 Li1 Tl2	113.561309931
14255	63	52	8	4.0	8.0	22.0	0.0	2.1	3.44	15	Eu4 Te8 O22	540.96100179
14256	63	15	78	2.0	2.0	2.0	0.0	2.19	2.28	194	Eu2 P2 Pt2	127.298614957
14257	63	14	45	1.0	2.0	2.0	0.0	1.9	2.28	139	Eu1 Si2 Rh2	87.0359524167
14258	63	15	76	1.0	2.0	2.0	0.0	2.19	2.2	139	Eu1 P2 Os2	89.8696420846
14259	63	8	22	1.0	3.0	1.0	0.0	3.44	1.54	221	Eu1 Ti1 O3	60.6080977786
14260	63	44	32	1.0	2.0	2.0	0.0	2.2	2.01	139	Eu1 Ge2 Ru2	94.639388775
14261	63	32	77	1.0	2.0	2.0	0.0	2.01	2.2	139	Eu1 Ge2 Ir2	93.6179641065
14262	63	15	26	1.0	2.0	2.0	0.0	2.19	1.83	139	Eu1 Fe2 P2	77.7815168177
14263	63	14	26	1.0	2.0	2.0	0.0	1.9	1.83	139	Eu1 Fe2 Si2	79.4754998635
14264	63	28	16	1.0	6.0	8.0	0.0	1.91	2.58	1	Eu1 Ni6 S8	241.707867071
14265	63	51	28	1.0	2.0	2.0	0.0	2.05	1.91	139	Eu1 Ni2 Sb2	104.095754654
14266	63	44	14	1.0	2.0	2.0	0.0	2.2	1.9	139	Eu1 Si2 Ru2	88.8018046321
14267	63	15	46	1.0	2.0	2.0	0.0	2.19	2.2	139	Eu1 P2 Pd2	87.1140124694
14268	63	51	16	12.0	16.0	36.0	0.0	2.05	2.58	62	Eu12 Sb16 S36	1573.9782222
14269	53	63	8	12.0	4.0	36.0	2.66	0.0	3.44	14	Eu4 I12 O36	827.256390959
14270	63	41	8	2.0	2.0	8.0	0.0	1.6	3.44	15	Eu2 Nb2 O8	161.504289845
14271	63	50	3	1.0	1.0	2.0	0.0	1.96	0.98	225	Eu1 Li2 Sn1	90.5393300852
14272	63	40	8	4.0	4.0	14.0	0.0	1.33	3.44	51	Eu4 Zr4 O14	298.455229941
14273	63	16	62	2.0	8.0	4.0	0.0	2.58	1.17	122	Eu2 Sm4 S8	314.358471451
14274	63	16	64	2.0	8.0	4.0	0.0	2.58	1.2	122	Eu2 Gd4 S8	305.5918509
14275	63	16	71	2.0	8.0	4.0	0.0	2.58	1.27	122	Eu2 Lu4 S8	290.442128492
